index	sentence1	sentence2	label
2029	您好，我正在看东怡新区东雅园的房子	嗯嗯，好的，您稍等，我给你发起，稍后您直接点进去就行	0
1730	这个房子最低多少钱啊？	哦哦	0
4311	税费如何付	两套房子都有钥匙，可以随时看房	0
727	阳光充足吗？	健乐小区便宜一些 	0
211	有房子证？	您这边介意么？	0
409	什么时候能够看房呢？	您好	0
1543	好的，我想再了解一下，你卖的这套是哪一栋的？	?有什么问题也可以随时咨询我	0
3021	买那个二手装修过的有税么	最低价格需要现场申请，您在港区吗	0
950	位置好吗	还行	0
4637	您好，请问这个户型有啥优缺点	这套房子还不错，就是是一楼的，您介不介意呢	1
3137	他这个有遮挡吗？	有证，	0
2580	有房子可以看吗	好	0
2644	您好，我正在看万科魅力之城南区小区	这个跟系统勾选的有关系	0
584	啥时候能看	这个房子还在出售中	0
1867	什么户型，	我带您在线看一下	0
2034	您好，请问这个房子周边有哪些学校？	新出的，业主刚把钥匙给我，随时可以看房?	0
182	您好，方便带我看下上次说的房子吗	稍等一下哈	0
1243	二套购买，首付要多少？	二套首付60%	1
5856	这是一期吗	对的，大众新城一期	1
5937	哪里的	老证	0
2752	没满？	哦哦。我也住东方广场?	0
5129	您好，我想咨询双山里小区	可以	0
573	这房子是80年代的吧，还能贷款吗	可以贷款	0
1970	配套的教学资源是什么	只有3.8万的契税	0
676	这边的房子有产证吗	学区是师范附小本部和46中本部	0
2704	今天看的这个业主价格上有的谈不？	有啊，刘哥	1
251	有没有房产证呢	这样把费用明晰了，就大概可以选择在那个价格区间了	0
3172	您好，请问这个户型有啥优缺点	您预算大概多少	0
2699	这房多少钱能谈？	之前我不带您看过嘛，后来我问过房主	0
3366	这个房子最低多少	房子装修的很一般，但是户型格局没的说	0
2688	组合贷也不行吗	雅居乐才开始接房	0
4284	税一共多少点？	珠海外地人只能买一套	0
1515	装修的怎么样	东方阳光园	0
2063	这小区不是临街嘛	这两套房子下楼就是学校，很方便，房子是公房性质的，贷款也不受限制	0
1457	这套房子最低能多少？	嗯，卖的是40号楼东北向的三居室，111.52平米	0
5390	这户型哪不好	是呢，这也是这个户型唯一的不足	0
3059	带家具？	明天可以带您去实地看房	0
5922	满几的	好的	0
254	哦哦毛柸吗	不是的	0
4182	这套什么情况呢	产证满五年不唯一	1
309	有证吗	您留个电话我核实好了给您打电话	0
3101	这套朝南的下周六能看吗	您好	0
5786	您好，我想咨询#蜀镇·锦悦府#小区	目前蜀镇锦翰园有一套71.75平米，71万的好房	0
2720	方便看房吗？	你好！我是贝壳找房李小姐，很高兴为你服务	0
5127	好的，这个房子还有空间吗	目前这个价格就是业主底价了，他着急出售，当时就没多报价格	1
3655	1540那套晚上能看嘛	449，差不多的	0
4314	读哪个学校呢	你这边想看下楼层合适 装修适当的套三吗	0
3336	有你们说的大税么，因为我先前看的房子都有大税	其他小区有	0
5661	下午咱俩发的这几套能看不	是今天发的这几套吗辛姐	0
4521	这房多少钱能卖啊	685	1
2662	姐这个房子在哪一栋几楼	您好  11楼的房子	1
5271	那套看一下吧	看不了房	1
623	一期还是二期嘛？	A区	1
2505	您好，我想了解王庄新村莲园小区即将上架的2室房源报价。	首付55左右	0
5967	今天能看房嘛？	在的	0
1376	这种户型是南北通吗	不是的	1
2823	什么时候可以看房	您要看那套房子	0
2198	最低多少	是的😊	0
1974	初中是哪里	方便加个微信吗	0
3983	公积金贷款支持吗	您158尾号6825的手机号是您微信吗？	0
4440	也要求满多久才能上学么	有	0
4079	请问首付和贷款是多少？	你好房子还在的	0
1823	这个房子能看么	这套房子房东目前还在宝山，封闭式管理	1
3952	您好，请问这个房子周边有哪些学校？	贝壳找房经纪人小蔡，很高兴为您服务，请问有什么可以帮你	0
3192	中学呢	五中和四中	1
4889	什么时候能够看房呢？	你看一下这套房子怎么样？	0
5316	这套房源价格还有优惠空间么？	有空间	1
2063	这小区不是临街嘛	第一套房子北边🉐窗户打开会有声音	0
412	几楼的影响采光吗	不影响	0
5143	配套怎么样？价位？	您留个电话给我，明天我给您看一下这个小区现在还有带露台的在卖的有没有	0
3999	有房本？	有的	1
4357	什么时候过二	钥匙在我这随时看房	0
5710	阳光怎么样	光线挺好的 	1
682	都是精装的吗？	感谢您的咨询，我是链家NAME，感谢信任并选择链家。关于房产有任何疑问可随时联系我，PHONE 随时竭诚为您服务！祝您和家人身体健康，生活愉快！	0
765	什么时候的房子，有房产证？	挺便宜的	0
1455	几期	这个是二期的 您看下 	0
5954	您好，请问这个房子周边有哪些学校？	五十中南区	1
2573	这个也能便宜对吧	可以协商一点价格	1
2202	你什么时候有空我要看房子	我随时都有空	1
2442	你能带看吗	可以啊	1
970	您好，请问这个房子周边有哪些学校	有联中学区	1
4432	这个房子有贷款吗？	没问题 给个联系方式嘛 周末提前联系你	0
4782	请问是什么学区呢	双语 四中的学区	1
2650	有没有对口惠济路小学的？	我加上您的微信和您慢慢聊	0
1000	这个房子在哪？	人民路中段	1
3471	过两年了？	不满	1
3090	南院？	我可以多带您看一下。?	0
4266	什么时候能够看房呢？	正常	0
3215	挨着马路吗？	过五年有二套，您是买房自住？	0
3846	两个房子都有大税？？	这是我的名片，您可以点击名片复制我的联系方式。如果方便的话，您也可以给我留个电话，方便后续给您推荐合适的房子	0
3826	这个房的性价比怎么样	整体性价比还是蛮不错的，本身的房子单价也不高	0
499	这个小区附近生活配套	因为房子一楼没卫生间 卫生间在二楼	0
5307	博士新居不能看？	 万国府可以看，那套810的有钥匙，明天我们能看	0
4609	什么时候能够看房呢？	，，	0
4641	这两套底价多少	148平米的我还带您看过呢	0
640	两套一起看	您好 黄老师，感谢您一直以来的支持与信任，我暂时不考虑在链家工作了，后续还没完全规划好，我安排同事带您看房，不过房产行业我仍然涉及	0
1061	你什么时候有空，带我看看这套房子	😁	0
2230	这个有房产证吗	百里东路	0
23	这是一期吗	约哈。去看哈嘛	0
5350	有5.6增值税?	之前是5.6，现在调成5.3了	1
4068	最近能看吗	😊	0
1549	那能看吗？	要不我们用VR看一下房子	1
348	送点家具才行	是房子价位	0
1749	双流哪里	你迁户口可以买个小户型	0
2251	满几年了	这个业主没说过	0
5554	您好，请问这个房子周边有哪些学校？	比叠排高一个档次	0
3589	您好，请问这个房子周边有哪些学校	我可以给您推荐几套合适的房子	0
2700	这套房满几年了	可能卖了吧	0
1167	毛坯吗	这个是首开国际的	0
1835	可以早点不	这个房子没有钥匙	0
1726	房子能看不	能看，房主这边开劳斯莱斯接	1
5742	这个房子在哪	三四楼我给你找找	0
1404	现在可以看看吗	现在有点晚了	1
5769	有税吧	方便留个联系方式吗	0
4042	养老合适吗？周边配套齐全吗？	有	0
3634	周边设施怎么样	离无锡东高速入口也比较近	0
5068	您好，我想咨询鼎基丽湾域南区小区	你考虑几房的	0
5969	您好，请问这个房子周边有哪些学校	南华实验小学	1
1235	能谈到705	大了5平米	0
1870	您好，我想咨询万科云城小区	和高新逸品挨着	0
4761	可以分期吗	房子还在	0
1484	可以预约看房吗？	3349是你的电话对吧	0
3160	这个是满几年哦	我找几套房子 加您微信 发您先看一下	0
1368	我想看看	好的	0
984	这个房子什么情况啊	您看您什么时候有时间，我给咋们约一下业主，咋们过去实际看一下房子，	0
1214	这套啥时间满二	这个房子刚刚交房	1
114	其他费用还有哪些？还有议价空间吗？	您多少钱能定？	0
4950	这套能看？	租户还在隔离中	1
1213	有大税吗	您哪天有时间看房	0
1050	家电一起的吗？	楼层很好的在12楼	0
377	能看吗	您什么时候有空，我约下	1
1777	中间位置吗	不是	1
2591	哦哦 别的都是精装？	是的呢	1
224	您好，请问这个房子周边有哪些学校	公立的幼儿园最近的是北大资源楼下观东街幼儿园	1
5959	这个样子明天我有时间，可以看房不	好的	0
3272	可议吗？	在的	0
4310	可以看看	您下午有空吗？	1
2039	这个有按揭吗	 您住在附近吗？	0
2261	那个6楼有降价的可能了吗	贷款最低也就是160了	0
5395	什么时候能够看房呢？	😜	0
222	税费如何	这是万达的一个住宅盘	0
2375	配套都有什么	对的	0
3774	价格是否可以再低些呢？	可以谈	1
2908	我又想在我们小区看套三的房子	这个要3点以后看	0
471	其他费用还有哪些？还有议价空间吗？	这是业主报价的  装修了    165那个是毛胚的	0
2898	靠路吗	浦建路是在房子的北边	0
3810	能不能用公积金贷款	便宜	0
5685	随时能看？	房子有钥匙	0
560	有房本的吗	不一定的	0
2797	小学是哪家学校？	不是学位	0
778	什么时候能够看房呢？	您好！	0
3944	最低多少钱	没得少了，208差点签	0
2598	他是带家电？家具？	其他的也是装修不错的，也可以拎包入住	0
1004	采光如何	35	0
622	您好，请问这个房子周边有哪些学校？	增值税大概5.3	0
5264	在几层？家具家电带么	不满二	0
3036	价格可谈么	您孩子多大了？	0
2494	给有增值税？	这房子是资产处置	0
84	采光好吗？	你这边方便留个电话加个微信嘛？	0
3031	今天能看吗？	我问一下哈	0
650	什么时候可以看房	留个电话，我约一下房东	0
5562	税卖房管吗？	可以协商配合满二	0
1780	什么时候能够看房呢？	提前预约即可看	1
4981	有没有土地证啊？	以家庭为单位限购两套	0
4512	配套的小学呢	济微中学	0
5620	什么时候能够看房呢？	房子还在哈 楼王位置 前后对中庭 带家具家电的	0
4957	这个房子看房方便吗	好的	0
3348	您好，请问这个房子周边有哪些学校？	是育民的	0
3356	底价	对的	0
2509	布局都是这样嘛？	六栋是南北向	0
5487	家电？	全部都留	0
3316	这房证齐全吗	只有七八平的卧室和卫生间	0
4433	你好。你昨晚讲的那套现在能看吗	在的	0
280	你看可以不	我马上帮约	1
4210	还没   小区的房子行情我了解过    看这个房子卖的挺便宜   你刚才也说带车位   房子我关注了好久	你目前啥时候能有时间可以看房呢	0
2097	什么时候能够看房呢？	嗯嗯	0
2956	什么时候可以看看二楼的	您看明天方便吗？	0
2430	嗯嗯，是靠大路边，还是里面？	您好	0
2646	带家电吗	空调是业主的	1
4741	你好，这套现在可以看吗	有租客在住的	0
4711	您好，请问这个房子周边有哪些学校？	这个我给你看看	0
2976	周边教育配套怎么样	从来没有安排看过房子	0
2361	什么时候能够看房呢？	您这边什么时候有时间我提前给您约一下房主	1
314	这个长椿街小学对口哪个初中啊	七一中学	1
1845	阁楼什么房型	木地板的	0
320	具体看房子吧	带子母车位	0
3961	这套装修怎么样的	我建议你买翻新的房子，可以做低首付那种，这样你首付成本低，翻新的房子也更好出租	0
2770	我想问一下，金色乐府配套学区是哪些呢	您也可以跟我说一下您的主要需求，我在周围片区帮您找一下优质的房源	0
2033	满几年	之前给您推荐了 	0
5477	你好，这个房子什么时候可以去看看	今天下午您有时间吗	1
551	这套房源价格还有优惠空间吗？	可以	1
334	能看房吗	你留个电话	0
984	这个房子什么情况啊	你方便发一下联系方式吗？	0
2607	他这个116万，包含屋内家具吗	您感兴趣可以看一下房子	0
2132	这套价格最低好多	😊😊	0
1580	侨力大厦这个房子什么时候可以看房？	这边安排一下	1
5883	这个房产证是有的吗？	有	1
5091	是毛坯吗	您方便加微信吗，可以发图片给您看看	0
4000	什么时候可以看房呢？	j你好	0
3213	什么时候可以看？	国际公馆的嘛	0
648	只有一个契税吗	100之内还是很少的	0
3008	您能不能跟我说一下金绿洲附近的小区的建成时间 你们的房源有些没标建成时间 有些标的信息是错误的 所以不太了解周边小区的建成时间	?山水龙居105万那套可以去看下的，目前也有看中，在议价中	0
5115	配套的教学资源是什么	周边配套生活交通很成熟，买菜购物进岛都比较方便，海沧建行站，距离地铁2号线马青路地铁口800米不到，	0
5445	您好，我想咨询淮安市市级机关西院生活区小区	西大院是附小清中学区房	0
3781	您好，我正在看七0七所社区的房子	公寓性质的	0
4964	随时看？	行	0
5350	有5.6增值税?	方便留一个联系方式，这边给你找几套性价比高的发给你，你看了合适在实地看房，你放心，不会随时打电话骚扰你的	0
1439	有几套能看的呢？	现在是特殊时期。	0
3051	经适房还能卖吗？	是的，上市五年可以交易的	1
3113	文一的看房方便吗	您说的是哪一栋17楼呢，在卖的这个面积的17楼的好几套	0
4232	有税吗	可以谈一点   但是房东现在新疆那边被隔离了	0
1408	这个学区是哪里	房子还在的。	0
3437	星期一有时间来看房	你好	0
5731	这个有证	是的，明天给你电话联系的	0
2526	那看看吧	好的，已加您微信，您通过下	0
4348	您好，这个小区价格很高呀，周边有什么配套或者优势吗	小区一共7764户超大型小区	0
1004	采光如何	好的	0
3493	小学是？	您想考虑大学路小学或莱芜一路小学学区？	0
3827	什么地方？	这套房子在小清河北路恒大滨河左岸	1
3549	您好，请问这个房子周边有哪些学校？	非常安逸	0
638	下次来一起看了	嗯嗯，可以😁😁😁	0
3471	过两年了？	2018年8月的房本	0
822	我见有的都带的家具，家具也带着一起卖吗？	满二的	0
4354	能看房吗	你留个联系方式，约好我联系您	0
2475	小学初中都是云山道学校？	是的	1
1378	这是靠哪边的	里面	0
4582	周边的配套怎么样	是的	0
2982	晚上方便看房吗？	业主住在附近，过来十多分钟	0
2189	价格还可谈吗？	谈不了多少	1
123	有没有税	您是自住吗	0
5119	那个小区可以带看不？	好的，我问下今天可以不？不成就明天晚上	1
5997	可以贷公积金吗	可以的	1
1990	房价做低点的话增值税大概能低个多少	16万左右	0
3614	初中是上地实验？	是的101上地	1
1646	您好，请问这个房子周边有哪些学校？	同济第二初级中学了	1
5787	我还是想看看房子	你好，	0
2066	清水么 还是带装修的喃	这房子开发商精装交房的	1
934	在哪	您好，我是链家小郑，很高兴为您服务！	0
797	最低能优惠到多少	好的	0
3988	啥时候满2呢	还早	0
5799	税费多少？	您怎么称呼呢？	0
5677	什么时候能够看房呢？	您好	0
1039	您好，我正在看绿城水晶蓝湾的房子	您单身还是已婚  名下几套	0
5569	税费多少	都算了	0
2418	还能便宜吗	这套房子在7楼，总楼层15层	0
3644	这套是房东自己装修的吗	那等你有时间了再看看这个好了	0
3411	这个怎么样？	西边也有窗户	0
753	业主底价多少？	两周前谈的	0
4880	那个采光临街都有问题	对，凯旋门价格高点	0
2058	有增值税吗	是的  有些满二有些没满二	0
3203	是楼头吗？	临街的，挨着健康路	0
3653	什么小学，初中？	您主要是想咨询学区房？	0
3169	都是买方付吗	目前雨花台的学区主要分为以下几种，共小加共中、实小西加共中、实小西加雨中、实小本部加雨中、雨外小加雨中，房价依次上升，您需求哪一个学区呢？我对学区房都非常了解，专业为您解答。	0
3429	这套房子看房方便吗？	看房很方便，您有时间吗？	1
5529	这套房源价格还有优惠空间吗？	价格可以再谈	1
2638	挡阳光吗	这个要谈了才知道哦	0
5760	您好，请问这个房子周边有哪些学校？	不是的哈	0
5484	户型	?	0
1689	首付不是三成吗	二套房首付4成	1
3164	其他费用还有哪些？还有议价空间吗？	其他还有个税，契税，中介费等	0
294	您好，我想咨询鹏程国际小区	打算杨浦学区	0
3833	这个房子可以看吗？	可以呀	1
2001	小学呢	三眼井小学	1
4920	方便看吗	嗯嗯是的	0
3074	税费	个税（460-19.9）*0.02=8.802	1
3516	是带家具家电一起的吗	装修保养的确实不错这套房子	0
4504	您好，我正在看九里堤北路52号院的房子	嗯嗯	0
4723	是在南区吧	您今天有时间吗？	0
4712	对口小学群中学是？	您方便留个联系方式不	0
5248	这个可以看看	这一套和刚才给您说的375那个一层的是反户型。这个要是能随时看，那个要约的话，也可以约一下，您看那个要约一下吗？	0
171	这是几期的	二套是百分之五十	0
3872	有没有那个什么税费？	我发给您	0
5894	行，回头周末我联系你，你带我去看看	您客气了	0
5181	这房子有税是吗？	加个微信吧有时间我带你去看看	0
3191	这个最低多钱？	业主说45万	1
3181	业主多少可以成交	确定考虑买吗？	0
1123	在哪里	有空，	0
4805	最低什么价格？	看了在谈	1
533	前面有业主还价到多少	这几套也不错	0
5578	可以优惠多少	还有87.85平方多层的4楼的，380万在小区前排靠河，视野非常好的。	0
3191	这个最低多钱？	您有意向我们约业主坐下来聊聊	1
1894	你们卖的价格包含家具家电吗	可以带走，主要是价格	0
850	满五大税？逗呢？	这个小区都是96左右的房子	0
4820	啥时候能看	你看约到啥时候？	0
1284	满几年。没有？	好的	0
2061	这个房子带不带自行车库呢	我微信电话同步PHONE	0
4045	都有大税吗	这个也不满二	0
2342	两年得交多少税	需要交1个点的个税，1.5室的契税	1
5245	这个价格还能谈不	 可以谈的	1
2424	这房子是挨着门口的吗	您住这个小区吗	0
4086	这是西里的啊	具体楼层我打不出来	0
5796	装修好了吗？	房子方便看房，有时间可以过来看看	0
772	您好，请问这个房子周边有哪些学校？	如果您考虑幼儿园可以看九龙仓	0
104	家具？	我再找点优质的嘛。。	0
3795	价格还有多少空间	您是首套还是二套	0
2694	可以一起看看	这个是袁家墩里面的	0
3868	现在能看房么？	我问下，这个租给饭馆宿舍了，恐怕这个点正忙呢	1
1348	五户的西边南北通透吗	我把合适的都推荐给你	0
1186	能带看吗	可以，您稍等	1
5908	有本吗	高铁附近的房子您考虑吗？	0
997	房子现在什么情况	附近也还有电梯吗	0
1610	您好，请问周边配套怎么样	是的	0
2296	户型	嗯，那边位置好点	0
4823	房子可以看吗	要提前预约，大哥	1
4751	周边生活配套设施怎样	虹桥小学和虹桥二中	1
2780	想看看	你今天几点下班	0
3970	460那套最低多少钱？	比去年卖的确实高了些	0
4375	有房本就行，是吗	不限名额	0
5457	这个是全款吗	我发你看看。	0
152	这个最低多钱？	价格有商量	1
4383	那边学校随便读嘛	四区旁边就有小学和幼儿园	1
1880	您好，我想咨询#杨庄中区#小区	我看不到您发的房子呀	0
3110	南北通透吗	这两个楼层可以嘛？	0
2620	这套底价多少	这套房子看过没有呢	0
2439	这二套税呢	不是的	0
1775	是一期的吗	好	0
5232	这个价格能谈多少	您好！	0
1051	反正聊上了，你了解那380 的房子吗	您看还有什么想要了解的吗	0
3237	采光怎么样	没有 就是有一间单间比较小 可以当三房来用	0
1731	有证么？	有的	1
5505	您好，请问这个户型有啥优缺点	您看越秀这边的房子的话您可以看下这套东边套	0
989	这套房源价格还有优惠空间么？	看中可谈	1
4608	这个有遮挡吗	房子是西南向的，标错了	0
1149	房间内家具这些房东都搬走了吗	因为要看公积金中心款项充足不	0
3621	首付五成的话，加上税是多少？	他这个a户型的话，是赠送面积最大的，比那种比B户型的都多。	0
4030	采光哪样？	老师可以实地来看看	0
4221	能挡阳光吗	没有满二的。	0
826	13楼方便的话看下吧	现在过去，你下来看呗	0
1626	什么时候能看房	你看你什么时间方便	1
4617	什么时候看看？	链家北坦店	0
3517	您好，请问这个房子周边有哪些学校	可以	0
2313	您好，请问对这套房感兴趣？	国瑞商城旁边	0
5715	这个房子是什么情况！	花园可以自己打理出来	0
1774	税比较高吧	已经满二了，没有大税	1
3459	二套首付多少？	二套28万左右	1
5498	户型	你是想找200万左右的房子还是450左右的？	0
5747	税费大概多少	3个点	0
3080	看房方便吗	随时	1
3272	可议吗？	二套首付40%	0
3159	其他费用还有哪些？还有议价空间吗？	您看您什么时候方便	0
1584	一楼采光会不会有问题	而且咱们这是金角，更不影响了	1
5780	昨天房子卖了，想看看附近房子	这套房子在2楼	0
5635	可以看吗？	我约一下	1
1925	什么时候方便看房	提前预约	1
307	嗯呢，那什么时候可以看房呢	提前约都能看	1
3179	总价有少吗	这套房的挂牌时间是2019年4月份挂的！	0
3025	房子哪面临街	东侧临街	1
3218	这个房子是税高是吗	如果全款还好，贷款的话，税费有些高，全款能控制在20万左右的税费	1
5081	这个有大税吗	有时间可以来看看	0
4355	您好，我想咨询得力名望府小区的信息	请问有什么可以帮您的	1
4713	什么时候能够看房呢？	还有其他房源呢	0
5079	楼层有点低，是临街吗	房子产权过五唯一住房，房主诚心出售，	0
2565	博士新居不能看？	 万国府可以看，那套810的有钥匙，明天我们能看	0
407	您好，请问这个房子周边有哪些学校？	这套房子配套是雅荷塘小学学位的	0
126	这套价格有得谈吗	可以	1
5696	产权几年了	这个小区70年产权的	1
1049	中间户	这套房子在14楼，总楼层18层	0
143	您好，我正在看造甲南里的房子	嗯嗯	0
4131	房子位置在哪？	它的北面是京秦高速	0
2046	介绍一下这个房子	预算70万可以考虑多买几套居易国际小户型，如果按照房租跑赢房贷的话，70万可以首付一部分商贷，最少可以投资五套居易国际电梯小户型了	0
1130	带家具吗	无遮挡	0
2479	现在有证没？	我可以给你再配其他房子	0
4767	能贷多少	能贷24万	1
4844	有证没有，	首付百分之三十	0
4784	这个没有增值税？	你要是满意，我们可以直接线下来带您看下房子	0
253	看房方便吗？	看房方便	1
2131	首付多少	7楼顶	0
1285	能贷款吗	不着急	0
3420	您好，我正在看香山庄园的房子	您看的是那套啊？	1
4862	前面有挡么	您倾向于什么楼层	0
1664	你觉得能谈到多少	跟这套同户型的上个礼拜卖掉两套了，这个礼拜卖掉一套	0
3087	房证是不动产证？	方便的话可以加一下微信，方便联系	0
3651	我想问下这个房子是二手精装修吧	想重新置换房子	0
2537	您好，请问这套房源首付是多少？	你好	0
1501	想了解一下房子	有的呀	0
5229	在网上写着是2002年交易过？	这个小区也是五中十小，带电梯的	0
1035	他带家具吗？	嗯嗯，您比较中意什么楼层	0
5476	采光怎么样	没东西	0
3664	他这家具什么的怎么算	要是要全套家具家电的话需要另算	1
5700	最近可以看房吗	方便的话可以把您手机号给我吗？有什么新房子我第一时间联系您，发给您。	0
4687	这套问问最低能谈到多少	但这个是五小分校也行哈😊	0
3597	可以介绍一下这个的情况吗	朝北	0
3438	主要是采光怎么样？	这个具体看中了可以谈	0
5820	帅哥，明天能不能去看一下连城的房子	不好意思，昨晚消息没看到	0
3580	价格还能谈不	挺好的	0
2335	什么时候能看房	哦哦，那您把手机号给我吧，我问完给您回	0
5120	这个房看房方便吗	嗯嗯，方便的	1
747	您好，我想了解宝地东花园即将上架的3室房源报价。	还在吗？	0
3891	这个需要重新装修，看看能谈下来多少	好的，我们看看哪套比较划算	0
1223	哪里的	城投的开发商	0
2799	最低首付可以多少	安这套房主算 首付最低14.1	1
354	价格还能谈吗	今天刚登记的，还没人谈过	0
4068	最近能看吗	留个联系方式，我发给您看看	0
1796	对应中学是哪个中学校？	没有重点中学对应的	1
1224	还是两个都是毛坯？	简单装修	1
3673	有产权证吗？	12年的	0
1802	几年后没大税呀？	你契税交没摸	0
1704	这套房源价格还有优惠空间吗？	您好	0
3596	能做高贷款吗	18500最高	1
5765	可以按揭么	您看看	0
1675	这房子明天上午可以看不	可以	1
4168	有初高中指标吗	你好	0
5927	带我看一下嘛	好的	0
4879	毛坯怎么有家具	我建议您可以实地过来考察一下，房子多看才能比较出好坏哈，您来之后，我们可以边看边聊，很多细节也可以沟通到位，我也可以灵活安排，周边合适的可以一起看看！	0
4426	是在什么位置的房？	在北京路那边的	1
2591	哦哦 别的都是精装？	您看主要多大面积的	0
1419	今天看不了房子了	哈哈哈没事	0
1887	这房子支持公积金贷款吗？	不好意思，没办法	0
4961	什么时候看房都可以吗？	空闲中	0
1679	怎么看可以贷满84万啊？	一般是可贷余额的20倍，今年的抗疫医护人员可以一次缴满。可贷84万	1
1944	是二手的装修房吗	此房是二手房	0
3582	你什么时候有空，带我看看这套房子	好的呢	0
4786	晚点能看房吗	您好，随时可以看房	1
5130	价格有多大空间？	空间挺的	1
3511	满几年的	方便留个电话吗？	0
4561	还有其他税啥的嘛？	他有一些产权下得比较晚	1
130	这种房子可以商业贷款吗	不客气	0
4732	装修风格不知道怎么样	嗯嗯，您对老婆真好，幸福如她??	0
2721	有房产证吗	有房产证	1
436	您好，请问周边配套怎么样	这周边配套	0
2151	这是哪个小学	是复兴小学和新会道小学的 统筹	1
1950	您好，请问这个房子周边有哪些学校？	划片中学是北片	0
2634	请问首付和贷款是多少？	你好	0
1831	您好，请问这个房子周边有哪些学校？	这个房子带深中和锦田小学的学位	0
2581	有证吗	好的	0
5184	什么时候可以看？	价格是还有空间的	0
4017	是解放路小学吧	解放路学区房	1
5158	景博中学学区的房子是哪个	不是，根据孩子学习成绩	0
2921	在哪个位置	枫尚领域哪里	0
3227	那大概多少拿下来	355	1
4855	这套房子额外税有多少	好的，那您留个联系方式给我，我给您发些项目资料您先看看	0
2047	84栋？在电线那边？	我们一个店得 	0
1260	户型怎样？	我加您	0
4916	您好，我正在看洛铜嘉苑的房子	您主要是想要学区还是?	0
96	那个楼是临街的我看	中间是不带电梯小板楼	0
5323	这个是不是在那个坎坎下面	这种户型，都是50几栋的	0
1779	这是精装房？	满五，红本在手	0
2249	可以公积金贷款吗？	不远	0
423	今天能看吗	明天看可以不😂	1
612	买它要交多少税	我电话PHONE微信同号，方便可以加个微信，到时候要看可以打我电话	0
5386	有装修吗	毛坯房	1
168	什么时候能够看房呢？	有的	0
1554	我想看一下房子	谢小姐，最近有在看房吗	0
1639	在哪里	试一下！我看下我这边能不能收到通知	0
5523	这是几期	没有拍.刚上的房源	0
3789	交税多少	你要买房？	0
3072	价格有空间吗	刚挂牌	0
1448	您好，请问这套房源首付是多少？	业主谈的人多了，价格调了	0
4869	这套业主什么时候方便看呢？	这个房子现在空着的	0
5972	增值税是多少	还有一种方法	0
3584	您好，我想了解仁恒河滨花园即将上架的2室房源报价。	这几套都是仁恒2室应该成交的房子	1
1931	顺便一起看	问了给您说	0
3969	房子是精装房吗	简装修	1
3072	价格有空间吗	有空间	1
4610	可以贷款么？	哦 您说94那套	0
3903	我就想问下，这个25的税，最低能做到多少	您有售后公房抵税吗	0
5964	哪里的	小区物业是国家一级资质的金地物业	0
857	我就想了解一下 按首套的话 首付几成	中介费，税费	0
437	小区大吗？	这里离海珠客运站也不远的	0
179	低多少啊	科技大学的老师喜欢那个地方	0
254	哦哦毛柸吗	自住装修的，保养的还可以	1
5520	您好，请问这个房子周边有哪些学校？	您方便留一下您的电话吗	0
742	装修怎么样	采光非常好	0
1762	您好，我正在看立信广场的房子	你同意了，我这边就可以看到你的联系电话。	0
1667	边户还是中间户	税费看您名下有没有房产	0
1229	您好，请问这个房子周边有哪些学校	您方便留个电话	0
5730	这个可以看看	装修这个不错	0
4739	划片中小学？	？	0
1299	当然是好的楼层好的户型要贵了，买个性价比稍微高点的。这个小区哪栋位置好，什么户型好点	您可以看一下	0
925	价格还能谈么	能谈老师	1
666	那装修那些送家电吗？	8200左右	0
99	您好，我想了解长桥六村即将上架的1室房源报价。	哦。那没事的	0
2459	什么时候方便？	您多久到	0
5862	家具家电都送吗	您考虑什么楼层	0
2070	贷款嘛	正常首付？	0
3717	这套房源价格还有优惠空间吗？	价格可以谈的，您什么时候方便，我带您线下看下吧？	1
658	单间配套或者套一	旁边还有一个东润风尚，这个小区环境就不行了，但是位置好，就在地铁口旁边。	0
4851	拿不着房产证？	请问您是指的那方面？	0
5413	现在方便吗	稍等	0
5991	有房本吗	有的	0
5326	最主要的是还能讲点下来	您第一天来看直接定的话砍个3万块钱应该问题不大	1
246	挡采光吗	有的	0
5505	您好，请问这个户型有啥优缺点	因为是夹边套的	1
2915	这套房源价格还有优惠空间吗？	有的	1
3252	能贷款吗？	售楼处现在都是2。3 顶楼这样，户型也不好了，	0
207	税费高吗	是的	0
1430	你帮介绍好的房源呀	可以的	1
1730	这个房子最低多少钱啊？	您到底在几号楼住	0
3030	跟办证，一天交的税	我知道，你们是在别的地方买了房子了吗	0
5465	满能上吗	满后看产证年限	0
2904	您好，想了解一下周边的房子，预算在200万左右，2室60到90平米。	西边？	0
4764	友谊大街小学？	嗯嗯	0
5478	明天可以多看几套的	明天大概几点呢	1
2630	您好，我想咨询远太大厦小区	好的	0
3775	底价多少？	有钥匙来看看吗	0
1488	请问这套房子价格还能再降多少？	看上了可以谈谈	1
5811	你好，这个对口小学和初中是？	天府路小学，113中学	1
3851	最近有什么好房可以看吗	好	0
1580	侨力大厦这个房子什么时候可以看房？	5号下午对吗？ 我问问哈	0
5660	过两年了吗	2016年的房子	0
365	有毛坯吗	你看的这套还没证，有高税	0
508	那个房子上午能看嘛，	也有的，我也给您约一下一块看看，	0
347	毛坯呀	赠送10来个平方	0
